,name,location,timestamps,timestamp_urls,restaurant_url
142,TRIP CBD Store,battersea-york-road,"['20200922', '20210117', '20201023', '20210624', '20200920', '20220524', '20210623']","['https://web.archive.org/web/20200922/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20201023/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20200920/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210623145633/https://deliveroo.co.uk/restaurants/london/wandsworth-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/battersea-york-road/trip-cbd-store-editions-byr?day=today&geohash=gcpugcwkyb25&time=1230
143,Tails Cocktails by Bacardi,battersea-york-road,"['20200922', '20200920']","['https://web.archive.org/web/20200922/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20200920/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/battersea-york-road/cocktails-at-home-by-bacardi-editions-byr?day=today&geohash=gcpugcwkyb25&time=1230
144,Jude's Ice Cream,culvert-place-editions,"['20200922', '20201023', '20200920', '20210117', '20220524']","['https://web.archive.org/web/20200922/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20201023/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20200920/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/culvert-place-editions/judes-ice-cream-bcp?day=today&geohash=gcpugcwkyb25&time=1230
145,John Frieda's Blonde Menu,battersea-york-road,['20200922'],['https://web.archive.org/web/20200922/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/john-friedas-blonde-menu-editions-byr?day=today&geohash=gcpugcwkyb25&time=1230
146,Motu Indian Kitchen,battersea-york-road,"['20200922', '20210117', '20200920', '20220524']","['https://web.archive.org/web/20200922/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20200920/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/battersea-york-road/motu-indian-kitchen?day=today&geohash=gcpugcwkyb25&time=1715
147,Chipotle Mexican Grill,culvert-place-editions,"['20210117', '20201023']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20201023/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/culvert-place-editions/chipotle-editions-bat?day=today&geohash=gcpugcwkyb25&time=ASAP
148,Shake Shack – Burgers & Shakes,culvert-place-editions,"['20210117', '20210624', '20220524']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/culvert-place-editions/shake-shack-editions-bcp?day=today&geohash=gcpugcwkyb25&time=ASAP
149,Neat Burger - Plant Based🌱,queenstown-road,"['20210117', '20201023']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20201023/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/queenstown-road/neat-burger-editions-bqr?day=today&geohash=gcpugcwkyb25&time=ASAP
150,Hare & Tortoise,culvert-place-editions,"['20210117', '20210624', '20220524']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/culvert-place-editions/hare-and-tortoise-editions-bcp?day=today&geohash=gcpugcwkyb25&time=ASAP
151,Sushi Murasaki,battersea-york-road,['20210117'],['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/battersea-york-road/sushi-murasaki-editions-byr?day=today&geohash=gcpugcwkyb25&time=ASAP
152,Hakkasan,culvert-place-editions,"['20210117', '20210624']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/culvert-place-editions/hakkasan-editions-bcp?day=today&geohash=gcpugcwkyb25&time=ASAP
153,The Ice Cream Store ,battersea-york-road,"['20210117', '20201023']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20201023/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/battersea-york-road/the-ice-cream-store-editions-byr?day=today&geohash=gcpugcwkyb25&time=ASAP
154,Ben & Jerry's Store,battersea-york-road,"['20210117', '20220524', '20210623']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20220524/https://deliveroo.co.uk/restaurants/london/queenstown-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210623145633/https://deliveroo.co.uk/restaurants/london/wandsworth-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/battersea-york-road/ben-and-jerrys-store-editions-cla?day=today&geohash=gcpugcwkyb25&time=ASAP
155,Remeo Gelato,battersea-york-road,"['20210117', '20210624', '20210623']","['https://web.archive.org/web/20210117/https://deliveroo.co.uk/restaurants/london/battersea-york-road?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/culvert-place-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210623145633/https://deliveroo.co.uk/restaurants/london/wandsworth-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/battersea-york-road/remeo-gelato-editions-byr?day=today&geohash=gcpugcwkyb25&time=ASAP
156,Camile Thai,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/camile-thai-editions-sur-2?day=today&geohash=gcpuysr6ce42&time=1130
157,The Great British Cheesecake Company,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/the-great-british-cheesecake-company-editions-bsy?day=today&geohash=gcpuysr6ce42&time=1130
158,Pleesecakes - cheesecake,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/pleesecakes-editions-sur?day=today&geohash=gcpuysr6ce42&time=1130
159,Jude's Ice Cream,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/judes-ice-cream-editions-sur?day=today&geohash=gcpuysr6ce42&time=1130
160,Halo Top Ice Cream,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/halo-top-editions-bsy?day=today&geohash=gcpuysr6ce42&time=1130
161,The Ice Cream Store,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/the-ice-cream-store-editions-sur?day=today&geohash=gcpuysr6ce42&time=1130
162,Ben & Jerry's Store,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/ben-and-jerrys-store-editions-sur?day=today&geohash=gcpuysr6ce42&time=1130
163,Shake Shack – Burgers & Shakes,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/shake-shack-editions-bsy?day=today&geohash=gcpuysr6ce42&time=1200
164,Gourmet Sushi ,bermondsey-2-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bermondsey-2-editions/gourmet-sushi-editions-ber?day=today&geohash=gcpuysr6ce42&time=1200
165,Lolo Poke,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/lolo-poke-editions-sur-2?day=today&geohash=gcpuysr6ce42&time=1215
166,Yoobi Sushi,bsy-editions,"['20210731', '20210624', '20210927']","['https://web.archive.org/web/20210731025948/https://deliveroo.co.uk/restaurants/london/bermondsey-2-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210624/https://deliveroo.co.uk/restaurants/london/bsy-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210927133319/https://deliveroo.co.uk/restaurants/london/peckham?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/london/bsy-editions/yoobi-editions-sur-2?day=today&geohash=gcpuysr6ce42&time=1215
